Abkuerzung Betriebspunkt;Bezeichnung Betriebspunkt;Abkuerzung Betriebspunkt Strecke;Bezeichnung Betriebspunkt Strecke;LINIE;Kilometrierung des Betriebspunktes;LINIENNAME;VERWALTUNG;E;N;geopos;BPUIC;Didok Nummer;Name Haltestelle;lod
TAN;Tannay;TAN;Tannay;150;48.2246;Lausanne - Geneve-Aeroport;SBB CFF;2503126.7172;1129249.174;1129249.17114,2503126.72049;8501015;1015;Tannay;http://lod.opentransportdata.swiss/didok/8501015
TAVS;Taverne-Torricella Sud (bif);TAV;Taverne-Torricella;633;174.48663;Taverne-Torricella - Lugano Vedeggio;SBB CFF;2715297.919;1101196.961;1101196.96106,2715297.92069;8515432;15432;Taverne-Torricella Sud (bif);http://lod.opentransportdata.swiss/didok/8515432
THAB;Thun (Abzw);TH;Thun;299;136.15;Thun AB - Thun;SBB CFF;2613949.053;1178788.244;1178788.24114,2613949.05058;8515629;15629;Thun (Abzw);http://lod.opentransportdata.swiss/didok/8515629
THB;Thun GB;TH;Thun;299;136.73;Thun AB - Thun;SBB CFF;2614365.949;1178384.81;1178384.81113,2614365.95058;8515628;15628;Thun GB;http://lod.opentransportdata.swiss/didok/8515628
TI;Tagertschi;TI;Tagertschi;460;17.22084;Gumligen Sud - Fluhmuhle;SBB CFF;2610839.203;1192361.591;1192361.59114,2610839.20057;8508201;8201;Tägertschi;http://lod.opentransportdata.swiss/didok/8508201
TIEF;Tiefenwinkel (Verzw);TIEF;Tiefenwinkel (Verzw);890;23.24708;Sargans Ost - Ziegelbrucke;SBB CFF;2732830.614;1219783.307;1219783.31112,2732830.61067;8509420;9420;Tiefenwinkel (Verzw);http://lod.opentransportdata.swiss/didok/8509420
TKLL;Lechelles Tanklager (embr);TKLL;Lechelles Tanklager (embr);253;38.025;Payerne Est - Fribourg Nord;SBB CFF;2569595.65;1186696.145;1186696.14115,2569595.65054;8504145;4145;Léchelles Tanklager (embr);http://lod.opentransportdata.swiss/didok/8504145
TOEM;Tossmuhle;TOEM;Tossmuhle;9781;459.78121;Bruttenertunnel Ost;SBB CFF;2695552.583;1258887.986;1258887.99114,2695552.58062;8515178;15178;Tössmühle;http://lod.opentransportdata.swiss/didok/8515178
TOUR;La Tour-de-Peilz;TOUR;La Tour-de-Peilz;100;19.90245;Lausanne - Simplon Tunnel I - Iselle;SBB CFF;2555508.239;1145067.011;1145067.01113,2555508.24054;8501201;1201;La Tour-de-Peilz;http://lod.opentransportdata.swiss/didok/8501201
TR;Travers;TR;Travers;221;0.0;Travers limite RVT - Buttes;SBB CFF;2541978.151;1199318.701;1199318.70116,2541978.15051;8504215;4215;Travers;http://lod.opentransportdata.swiss/didok/8504215
TRI;Trimbach;TRI;Trimbach;503;36.2721;Sissach - Laufelfingen - Olten;SBB CFF;2635174.635;1246238.567;1246238.57116,2635174.64058;8500037;37;Trimbach;http://lod.opentransportdata.swiss/didok/8500037
TU;Turbenthal;TU;Turbenthal;754;15.87563;Winterthur Gruze - Bauma - Ruti ZH West;SBB CFF;2705997.29;1255014.095;1255014.09113,2705997.29063;8506007;6007;Turbenthal;http://lod.opentransportdata.swiss/didok/8506007
TUIS;Les Tuileries (saut km);TUI;Les Tuileries;150;55.7;Lausanne - Geneve-Aeroport;SBB CFF;2500416.854;1122958.268;1122958.27114,2500416.85049;8515367;15367;Les Tuileries (saut km);http://lod.opentransportdata.swiss/didok/8515367
TW;Thalwil;TW;Thalwil;720;12.09258;ZH Langstrasse - Thalwil - Ziegelbrucke;SBB CFF;2685175.08;1238954.704;1238954.70113,2685175.08062;8503202;3202;Thalwil;http://lod.opentransportdata.swiss/didok/8503202
UTI;Uttigen;UTI;Uttigen;290;131.09513;Bern Wylerfeld - Thun;SBB CFF;2610993.782;1182581.691;1182581.69114,2610993.78058;8507009;7009;Uttigen;http://lod.opentransportdata.swiss/didok/8507009
UZW;Uzwil;UZW;Uzwil;850;100.93553;St.Gallen - Winterthur Nord;SBB CFF;2727658.553;1255337.179;1255337.18113,2727658.55065;8506208;6208;Uzwil;http://lod.opentransportdata.swiss/didok/8506208
VAL;Vallorbe;VAL;Vallorbe;203;461.62982;Frasne - Vallorbe;SBB CFF;2518333.128;1174023.894;1174023.89116,2518333.13049;8501103;1103;Vallorbe;http://lod.opentransportdata.swiss/didok/8501103
VER;Les Verrieres;VER;Les Verrieres;219;39.36;Auvernier - Les Verrieres frontiere;SBB CFF;2526916.477;1195361.243;1195361.24116,2526916.4805;8504211;4211;Les Verrières;http://lod.opentransportdata.swiss/didok/8504211
VEY;Veytaux-Chillon;VEY;Veytaux-Chillon;100;27.09045;Lausanne - Simplon Tunnel I - Iselle;SBB CFF;2560730.224;1140824.982;1140824.98112,2560730.22054;8501302;1302;Veytaux-Chillon;http://lod.opentransportdata.swiss/didok/8501302
VIGA;Vigana (c bin);VIGA;Vigana (c bin);600;158.01354;Immensee - Bellinzona - Chiasso;SBB CFF;2719147.848;1112195.184;1112195.18108,2719147.85069;8505246;5246;Vigana (c bin);http://lod.opentransportdata.swiss/didok/8505246
VM;Meyrin;VM;Meyrin;151;66.114;Geneve St-Jean - La Plaine-Frontiere;SBB CFF;2494934.127;1119901.345;1119901.34113,2494934.13048;8501006;1006;Meyrin;http://lod.opentransportdata.swiss/didok/8501006
VMC;Vernier-Meyrin Cargo;VMC;Vernier-Meyrin Cargo;151;65.433;Geneve St-Jean - La Plaine-Frontiere;SBB CFF;2495613.937;1119895.887;1119895.89114,2495613.94048;8515778;15778;Vernier-Meyrin Cargo;http://lod.opentransportdata.swiss/didok/8515778
VSX;Versoix;VSX;Versoix;150;51.954;Lausanne - Geneve-Aeroport;SBB CFF;2501891.6726;1126165.2135;1126165.21114,2501891.67049;8501022;1022;Versoix;http://lod.opentransportdata.swiss/didok/8501022
VVO;Vevey Ouest (bif);VV;Vevey;100;17.636;Lausanne - Simplon Tunnel I - Iselle;SBB CFF;2553719.727;1146434.252;1146434.25113,2553719.73053;8515369;15369;Vevey Ouest (bif);http://lod.opentransportdata.swiss/didok/8515369
WAU;Wauwil;WAU;Wauwil;500;62.53;Basel SBB - Olten - Luzern;SBB CFF;2643990.921;1226040.793;1226040.79114,2643990.92059;8502006;2006;Wauwil;http://lod.opentransportdata.swiss/didok/8502006
WCH;Wichtrach;WCH;Wichtrach;290;125.7325;Bern Wylerfeld - Thun;SBB CFF;2609933.444;1187838.3;1187838.30114,2609933.44057;8507007;7007;Wichtrach;http://lod.opentransportdata.swiss/didok/8507007
WCHO;Walchwil Horndli;WCHO;Walchwil Horndli;665;7.978;Zug Sud - Arth-Goldau;SBB CFF;2680921.154;1218045.345;1218045.34113,2680921.15063;8517112;17112;Walchwil Hörndli;http://lod.opentransportdata.swiss/didok/8517112
WD;Wiesendangen;WD;Wiesendangen;840;31.9436;Winterthur Nord - Romanshorn;SBB CFF;2700717.77;1264725.291;1264725.29114,2700717.77063;8506017;6017;Wiesendangen;http://lod.opentransportdata.swiss/didok/8506017
WGR;Winterthur Gruze;WGR;Winterthur Gruze;754;2.51899;Winterthur Gruze - Bauma - Ruti ZH West;SBB CFF;2698886.368;1261715.421;1261715.42114,2698886.37063;8506001;6001;Winterthur Grüze;http://lod.opentransportdata.swiss/didok/8506001
WILS;Wil Sud (Abzw);WIL;Wil SG;853;1.3044;Wil Sud - Wattwil - Uznach;SBB CFF;2721014.211;1256960.961;1256960.96113,2721014.21064;8515483;15483;Wil Süd (Abzw);http://lod.opentransportdata.swiss/didok/8515483
WITZ;Witzberg (Agl);WITZ;Witzberg (Agl);753;9.95732;Effretikon - Wetzikon - Hinwil;SBB CFF;2700554.039;1247866.887;1247866.89113,2700554.04063;8503335;3335;Witzberg (Agl);http://lod.opentransportdata.swiss/didok/8503335
WKD;Wankdorf (Abzw);WKD;Wankdorf (Abzw);290;109.48385;Bern Wylerfeld - Thun;SBB CFF;2602549.953;1201583.823;1201583.82114,2602549.95056;8507044;7044;Wankdorf (Abzw);http://lod.opentransportdata.swiss/didok/8507044
WNO;Winterthur Nord;W;Winterthur;751;26.48731;ZH Langstr. - Wallisellen - Winterthur;SBB CFF;2696979.178;1262169.787;1262169.79113,2696979.18062;8515484;15484;Winterthur Nord;http://lod.opentransportdata.swiss/didok/8515484
WNO;Winterthur Nord;W;Winterthur;840;26.3926;Winterthur Nord - Romanshorn;SBB CFF;2696979.178;1262169.787;1262169.79113,2696979.18062;8515484;15484;Winterthur Nord;http://lod.opentransportdata.swiss/didok/8515484
WOES;Woschnau SBB;WOES;Woschnau SBB;650;43.3;Killwangen West - Lenzburg - Daniken Ost;SBB CFF;2644580.575;1248490.545;1248490.55115,2644580.57059;8502125;2125;Wöschnau SBB;http://lod.opentransportdata.swiss/didok/8502125
WOET;Woschnau Tunnel;WOES;Woschnau SBB;649;42.55557;Aarau - Woschnau Tunnel alt;SBB CFF;2645280.399;1248740.269;1248740.27115,2645280.40059;8515271;15271;Wöschnau Tunnel;http://lod.opentransportdata.swiss/didok/8515271
WOET;Woschnau Tunnel;WOES;Woschnau SBB;650;42.5575;Killwangen West - Lenzburg - Daniken Ost;SBB CFF;2645280.399;1248740.269;1248740.27115,2645280.40059;8515271;15271;Wöschnau Tunnel;http://lod.opentransportdata.swiss/didok/8515271
WSEE;Winterthur Seen;WSEE;Winterthur Seen;754;4.43667;Winterthur Gruze - Bauma - Ruti ZH West;SBB CFF;2700094.882;1260477.03;1260477.03113,2700094.88063;8506002;6002;Winterthur Seen;http://lod.opentransportdata.swiss/didok/8506002
WST;Werthenstein;WST;Werthenstein;460;76.1464;Gumligen Sud - Fluhmuhle;SBB CFF;2650389.006;1211990.323;1211990.32114,2650389.0106;8508216;8216;Werthenstein;http://lod.opentransportdata.swiss/didok/8508216
WUZW;Wurenlingen Zwischenlager(Agl);WUZW;Wurenlingen Zwischenlager(Agl);702;32.735;Turgi - Koblenz - Waldshut;SBB CFF;2660624.627;1265285.874;1265285.87115,2660624.63059;8515756;15756;Würenlingen Zwischenlager(Agl);http://lod.opentransportdata.swiss/didok/8515756
WWUE;Winterthur Wulflingen;WWUE;Winterthur Wulflingen;769;4.68091;Winterthur West - Bulach;SBB CFF;2693589.619;1262483.335;1262483.34114,2693589.62062;8506043;6043;Winterthur Wülflingen;http://lod.opentransportdata.swiss/didok/8506043
YVES;Yverdon Est (bif);YV;Yverdon-les-Bains;252;0.48473;Yverdon Est - Payerne;SBB CFF;2539540.604;1181301.549;1181301.55115,2539540.60051;8515370;15370;Yverdon Est (bif);http://lod.opentransportdata.swiss/didok/8515370
ZAS;Zurich Altstetten;ZAS;Zurich Altstetten;710;4.1655;Zurich HB - Brugg AG;SBB CFF;2679299.727;1249492.217;1249492.22114,2679299.73061;8503001;3001;Zürich Altstetten;http://lod.opentransportdata.swiss/didok/8503001
ZASS;Zurich Altstetten Sud (Abzw);ZAS;Zurich Altstetten;718;3.89021;ZH Aussersihl - ZH Altstetten Sud;SBB CFF;2679560.996;1249408.529;1249408.53114,2679561.00061;8515488;15488;Zürich Altstetten Süd (Abzw);http://lod.opentransportdata.swiss/didok/8515488
ZAU;Zurich Aussersihl (Abzw);ZAU;Zurich Aussersihl (Abzw);720;1.96265;ZH Langstrasse - Thalwil - Ziegelbrucke;SBB CFF;2681666.533;1248121.011;1248121.01114,2681666.53062;8515482;15482;Zürich Aussersihl (Abzw);http://lod.opentransportdata.swiss/didok/8515482
ZB;Ziegelbrucke;ZB;Ziegelbrucke;890;33.60528;Sargans Ost - Ziegelbrucke;SBB CFF;2722998.129;1221845.441;1221845.44112,2722998.13066;8503225;3225;Ziegelbrücke;http://lod.opentransportdata.swiss/didok/8503225
ZBO;Ziegelbrucke Ost (Abzw);ZB;Ziegelbrucke;736;57.54515;Ziegelbrucke Ost - Linthal Gleisende;SBB CFF;2723312.261;1221602.109;1221602.11112,2723312.26066;8515489;15489;Ziegelbrücke Ost (Abzw);http://lod.opentransportdata.swiss/didok/8515489
ZFN;Zofingen Nord (Abzw);ZF;Zofingen;504;0.41172;Zofingen - Suhr;SBB CFF;2637946.449;1237935.728;1237935.73115,2637946.45058;8515435;15435;Zofingen Nord (Abzw);http://lod.opentransportdata.swiss/didok/8515435
ZGO;Zug Oberwil;ZGO;Zug Oberwil;665;3.135;Zug Sud - Arth-Goldau;SBB CFF;2681253.468;1222410.829;1222410.83113,2681253.47062;8502231;2231;Zug Oberwil;http://lod.opentransportdata.swiss/didok/8502231
ZHW;Zurich Hauptwerkstatte;ZHW;Zurich Hauptwerkstatte;718;3.07761;ZH Aussersihl - ZH Altstetten Sud;SBB CFF;2680316.905;1249131.86;1249131.86114,2680316.91061;8515145;15145;Zürich Hauptwerkstätte;http://lod.opentransportdata.swiss/didok/8515145
ZIM;Zimeysa;ZIM;Zimeysa;151;66.965;Geneve St-Jean - La Plaine-Frontiere;SBB CFF;2494089.894;1119794.239;1119794.24113,2494089.89048;8501000;1000;Zimeysa;http://lod.opentransportdata.swiss/didok/8501000
ZLST;Zurich Langstrasse;ZUE;Zurich HB;722;1.17536;ZH Langstrasse - Nidelbad - Litti;SBB CFF;2682329.779;1248396.929;1248396.93114,2682329.78062;8503047;3047;Zürich Langstrasse;http://lod.opentransportdata.swiss/didok/8503047
ZLST;Zurich Langstrasse;ZUE;Zurich HB;751;0.27566;ZH Langstr. - Wallisellen - Winterthur;SBB CFF;2682329.779;1248396.929;1248396.93114,2682329.78062;8503047;3047;Zürich Langstrasse;http://lod.opentransportdata.swiss/didok/8503047
ZLST;Zurich Langstrasse;ZUE;Zurich HB;758;0.91995;ZH Langstrasse - ZH Vorbahnhof (Gl. P24);SBB CFF;2682329.779;1248396.929;1248396.93114,2682329.78062;8503047;3047;Zürich Langstrasse;http://lod.opentransportdata.swiss/didok/8503047
ZMUS;Zurich HB Museumstrasse;ZMUS;Zurich HB Museumstrasse;9728;0.05;Riesbachtunnel II;SBB CFF;2683227.093;1248092.25;1248092.25114,2683227.09062;8515163;15163;Zürich HB Museumstrasse;http://lod.opentransportdata.swiss/didok/8515163
ZOES;Zurich Oerlikon Sud (Abzw);ZOER;Zurich Oerlikon;751;3.91816;ZH Langstr. - Wallisellen - Winterthur;SBB CFF;2682894.5736;1251222.7857;1251222.79114,2682894.57062;8516145;16145;Zürich Oerlikon Süd (Abzw);http://lod.opentransportdata.swiss/didok/8516145
ZOLN;Zollikofen Nord (Abzw);ZOL;Zollikofen;450;98.11614;Olten Sud - Bern;SBB CFF;2602072.221;1206293.59;1206293.59115,2602072.22056;8515371;15371;Zollikofen Nord (Abzw);http://lod.opentransportdata.swiss/didok/8515371
ZSEB;Zurich Seebach;ZSEB;Zurich Seebach;703;23.30243;ZH Oerlikon Nord - Wettingen - Gruemet;SBB CFF;2683461.852;1252581.32;1252581.32115,2683461.85062;8503007;3007;Zürich Seebach;http://lod.opentransportdata.swiss/didok/8503007
ZSTH;Zurich Stadelhofen;ZSTH;Zurich Stadelhofen;730;5.69924;Zurich Stadelhofen - Rapperswil;SBB CFF;2683832.75;1246788.882;1246788.88114,2683832.75062;8503003;3003;Zürich Stadelhofen;http://lod.opentransportdata.swiss/didok/8503003
ZSTH;Zurich Stadelhofen;ZSTH;Zurich Stadelhofen;745;101.59088;ZH Langstrasse - Dietlikon Sud (S-Bahn);SBB CFF;2683832.75;1246788.882;1246788.88114,2683832.75062;8503003;3003;Zürich Stadelhofen;http://lod.opentransportdata.swiss/didok/8503003
ZSTH;Zurich Stadelhofen;ZSTH;Zurich Stadelhofen;9729;0.051;Zurichbergtunnel II;SBB CFF;2683832.75;1246788.882;1246788.88114,2683832.75062;8503003;3003;Zürich Stadelhofen;http://lod.opentransportdata.swiss/didok/8503003
ZUN;Zurich HB Nord;ZUN;Zurich HB Nord;710;1.43687;Zurich HB - Brugg AG;SBB CFF;2681915.906;1248734.854;1248734.85114,2681915.91062;8515164;15164;Zürich HB Nord;http://lod.opentransportdata.swiss/didok/8515164
ZVBN;Zurich Vorbahnhof Nord;ZVB;Zurich Vorbahnhof;719;1.72417;ZH Langstrasse - ZH Altstetten Sud;SBB CFF;2681597.89;1248687.642;1248687.64114,2681597.89062;8515760;15760;Zürich Vorbahnhof Nord;http://lod.opentransportdata.swiss/didok/8515760
ZVBN;Zurich Vorbahnhof Nord;ZVB;Zurich Vorbahnhof;759;1.75895;Zurich Vbhf Ost - Vbhf Nord;SBB CFF;2681597.89;1248687.642;1248687.64114,2681597.89062;8515760;15760;Zürich Vorbahnhof Nord;http://lod.opentransportdata.swiss/didok/8515760
ZVIA;Zurich Viadukt (Abzw);ZVIA;Zurich Viadukt (Abzw);751;1.10245;ZH Langstr. - Wallisellen - Winterthur;SBB CFF;2681708.889;1248757.715;1248757.71114,2681708.89062;8515179;15179;Zürich Viadukt (Abzw);http://lod.opentransportdata.swiss/didok/8515179
ZVIA;Zurich Viadukt (Abzw);ZVIA;Zurich Viadukt (Abzw);7744;1.7633;Zurich Viadukt - Letten (abgebrochen);SBB CFF;2681708.889;1248757.715;1248757.71114,2681708.89062;8515179;15179;Zürich Viadukt (Abzw);http://lod.opentransportdata.swiss/didok/8515179
ZWD;Zweidlen;ZWD;Zweidlen;701;26.16243;Eglisau - Koblenz - Stein Sackingen Ost;SBB CFF;2677450.051;1269367.85;1269367.85115,2677450.05061;8503405;3405;Zweidlen;http://lod.opentransportdata.swiss/didok/8503405
ZWG;Zwingen;ZWG;Zwingen;230;103.43933;Delemont Est - Basel SBB Ost;SBB CFF;2606928.488;1253670.82;1253670.82117,2606928.49055;8500114;114;Zwingen;http://lod.opentransportdata.swiss/didok/8500114
ZWIE;Zurich Wiedikon;ZWIE;Zurich Wiedikon;717;1.06916;Zurich Giesshubel - Zurich Wiedikon;SBB CFF;2681936.758;1247303.593;1247303.59114,2681936.76062;8503011;3011;Zürich Wiedikon;http://lod.opentransportdata.swiss/didok/8503011
ZWIE;Zurich Wiedikon;ZWIE;Zurich Wiedikon;720;2.93357;ZH Langstrasse - Thalwil - Ziegelbrucke;SBB CFF;2681936.758;1247303.593;1247303.59114,2681936.76062;8503011;3011;Zürich Wiedikon;http://lod.opentransportdata.swiss/didok/8503011
AA;Aarau;AA;Aarau;650;41.50577;Killwangen West - Lenzburg - Daniken Ost;SBB CFF;2646255.56;1249128.422;1249128.42115,2646255.56059;8502113;2113;Aarau;http://lod.opentransportdata.swiss/didok/8502113
ABE;Aarberg;ABE;Aarberg;251;95.49304;Palezieux Est - Lyss Nord;SBB CFF;2587845.752;1210402.487;1210402.49115,2587845.75055;8504404;4404;Aarberg;http://lod.opentransportdata.swiss/didok/8504404
ABOW;Aarburg-Oftringen West (Abzw);ABO;Aarburg-Oftringen;451;43.97183;Aarburg-Oftringen - Rothrist Gleis 1;SBB CFF;2635404.732;1240413.368;1240413.37115,2635404.73058;8508141;8141;Aarburg-Oftringen West (Abzw);http://lod.opentransportdata.swiss/didok/8508141
ALL;Allaman;ALL;Allaman;150;21.48029;Lausanne - Geneve-Aeroport;SBB CFF;2520211.529;1147688.508;1147688.51114,2520211.5305;8501035;1035;Allaman;http://lod.opentransportdata.swiss/didok/8501035
ALME;Al Motto Est;ALM;Al Motto (c bin);606;160.92853;Al Sasso - Al Motto (binario sinistro);SBB CFF;2716710.005;1111402.033;1111402.03108,2716710.00069;8515373;15373;Al Motto Est;http://lod.opentransportdata.swiss/didok/8515373
ARCH;Arch;ARCH;Arch;415;90.98034;Wanzwil (Abzw) - Solothurn - Busswil;SBB CFF;2598472.96;1223722.804;1223722.80116,2598472.96055;8500223;223;Arch;http://lod.opentransportdata.swiss/didok/8500223
ARCY;Archy (bif);ARCY;Archy (bif);168;6.3254;Archy A - Lausanne-Triage Nord;SBB CFF;2532512.118;1154928.645;1154928.64114,2532512.12051;8501147;1147;Archy (bif);http://lod.opentransportdata.swiss/didok/8501147
ARD;Ardon;ARD;Ardon;100;85.30586;Lausanne - Simplon Tunnel I - Iselle;SBB CFF;2587057.242;1117474.043;1117474.04111,2587057.24057;8501505;1505;Ardon;http://lod.opentransportdata.swiss/didok/8501505
ASZW;Amsteg Zugangsstollen West;ASZW;Amsteg Zugangsstollen West;5001;-0.1;Amsteg Zugangsstollen;SBB CFF;2694088.661;1181293.994;1181293.99111,2694088.66065;8518488;18488;Amsteg Zugangsstollen West;http://lod.opentransportdata.swiss/didok/8518488
AU;Au ZH;AU;Au ZH;720;20.72628;ZH Langstrasse - Thalwil - Ziegelbrucke;SBB CFF;2691230.389;1233578.124;1233578.12113,2691230.39063;8503205;3205;Au ZH;http://lod.opentransportdata.swiss/didok/8503205
AW;Amriswil;AW;Amriswil;840;75.57473;Winterthur Nord - Romanshorn;SBB CFF;2740271.757;1268302.248;1268302.25113,2740271.76065;8506109;6109;Amriswil;http://lod.opentransportdata.swiss/didok/8506109
BAZM;Bazenheid MICARNA (Abzw);BAZM;Bazenheid MICARNA (Abzw);853;6.37866;Wil Sud - Wattwil - Uznach;SBB CFF;2723180.346;1252833.607;1252833.61113,2723180.35065;8506224;6224;Bazenheid MICARNA (Abzw);http://lod.opentransportdata.swiss/didok/8506224
BDF;Burgdorf;BDF;Burgdorf;450;83.3908;Olten Sud - Bern;SBB CFF;2613907.459;1212202.502;1212202.50115,2613907.46057;8508005;8005;Burgdorf;http://lod.opentransportdata.swiss/didok/8508005
BDFW;Burgdorf West (Abzw);BDF;Burgdorf;421;20.40108;Solothurn RM - Burgdorf West;SBB CFF;2613441.006;1212255.137;1212255.14115,2613441.01057;8515377;15377;Burgdorf West (Abzw);http://lod.opentransportdata.swiss/didok/8515377
BIAE;Biel/Bienne Aebistrasse;BI;Biel/Bienne;410;98.84323;Olten - Solothurn - Biel/Bienne;SBB CFF;2585613.313;1219980.517;1219980.52115,2585613.31054;8515304;15304;Biel/Bienne Aebistrasse;http://lod.opentransportdata.swiss/didok/8515304
BIBD;Biel/Bienne Bozingenfeld/Champ;BIBD;Biel/Bienne Bozingenfeld/Champ;410;93.98099;Olten - Solothurn - Biel/Bienne;SBB CFF;2589081.665;1223056.272;1223056.27115,2589081.66055;8518771;18771;Biel/Bienne Bözingenfeld/Champ;http://lod.opentransportdata.swiss/didok/8518771
BIEM;Biel Madretsch;BIRB;Biel/Bienne RB;267;97.935;Biel Produktion Ost - Biel Madretsch;SBB CFF;2585904.724;1220742.9;1220742.90115,2585904.72054;8517522;17522;Biel Madretsch;http://lod.opentransportdata.swiss/didok/8517522
BIL;Bilten;BIL;Bilten;720;54.2296;ZH Langstrasse - Thalwil - Ziegelbrucke;SBB CFF;2720676.42;1223581.19;1223581.19112,2720676.42065;8503224;3224;Bilten;http://lod.opentransportdata.swiss/didok/8503224
BIPO;Biel Produktionsanlage Ost;BIPO;Biel Produktionsanlage Ost;265;96.47373;Biel Mett Abzweigung - Biel/Bienne Ost;SBB CFF;2587151.224;1221492.514;1221492.51116,2587151.22055;8519667;19667;Biel Produktionsanlage Ost;http://lod.opentransportdata.swiss/didok/8519667
BIRB;Biel/Bienne RB;BIRB;Biel/Bienne RB;267;96.6;Biel Produktion Ost - Biel Madretsch;SBB CFF;2587072.77;1221380.822;1221380.82116,2587072.77055;8504340;4340;Biel/Bienne RB;http://lod.opentransportdata.swiss/didok/8504340
BLL;Ballwil;BLL;Ballwil;651;10.99329;Hubeli - Beinwil - Lenzburg;SBB CFF;2666605.357;1222905.324;1222905.32113,2666605.36061;8502023;2023;Ballwil;http://lod.opentransportdata.swiss/didok/8502023
BN;Bern;BN;Bern;250;97.10255;Lausanne Est - Bern;SBB CFF;2600037.945;1199749.812;1199749.81114,2600037.95056;8507000;7000;Bern;http://lod.opentransportdata.swiss/didok/8507000
BNAS;Bern Europaplatz;BNAS;Bern Europaplatz;250;94.111;Lausanne Est - Bern;SBB CFF;2597524.448;1199236.474;1199236.47114,2597524.45056;8504108;4108;Bern Europaplatz;http://lod.opentransportdata.swiss/didok/8504108
BNSH;Bern Steigerhubel (Abzw);BNWM;Bern Weyermannshaus;298;2.57072;Bern Holligen - Thun Abzweigung;SBB CFF;2597864.448;1199556.545;1199556.55114,2597864.45056;8515644;15644;Bern Steigerhubel (Abzw);http://lod.opentransportdata.swiss/didok/8515644
BNWF;Bern Wylerfeld;BNWF;Bern Wylerfeld;450;103.32913;Olten Sud - Bern;SBB CFF;2601687.709;1201729.087;1201729.09114,2601687.71056;8507001;7001;Bern Wylerfeld;http://lod.opentransportdata.swiss/didok/8507001
BNZ;Benzenschwil;BNZ;Benzenschwil;653;85.40633;Gexi Ost - Rotkreuz - Immensee West;SBB CFF;2670177.597;1233295.845;1233295.84114,2670177.60061;8502216;2216;Benzenschwil;http://lod.opentransportdata.swiss/didok/8502216
